BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,ModifiedDate
169,351069889,adventure-works\susan1,b'z\xf0U\xe0',4.0,Production Technician - WC30,1983-04-02,S,F,2008-12-14,False,31,35,True,2014-06-30 00:00:00.000
170,476115505,adventure-works\george0,b'z\xf0V\x10',4.0,Production Technician - WC30,1977-04-16,M,M,2008-12-21,False,26,33,True,2014-06-30 00:00:00.000
171,746373306,adventure-works\david3,b'z\xf0V0',4.0,Production Technician - WC30,1981-08-03,S,M,2009-01-02,False,32,36,True,2014-06-30 00:00:00.000
172,364818297,adventure-works\marc0,b'z\xf0VP',4.0,Production Technician - WC30,1986-10-24,M,M,2009-01-16,False,22,31,True,2014-06-30 00:00:00.000
173,87268837,adventure-works\eugene0,b'z\xf0Vp',4.0,Production Technician - WC30,1987-07-15,S,M,2009-01-21,False,33,36,True,2014-06-30 00:00:00.000
174,585408256,adventure-works\benjamin0,b'z\xf0V\x88',4.0,Production Technician - WC30,1986-01-05,S,M,2009-01-27,False,28,34,True,2014-06-30 00:00:00.000
175,259388196,adventure-works\reed0,b'z\xf0V\x98',4.0,Production Technician - WC30,1989-01-08,M,M,2009-02-02,False,23,31,True,2014-06-30 00:00:00.000
176,860123571,adventure-works\david7,b'z\xf0V\xa8',4.0,Production Technician - WC30,1985-09-23,M,M,2009-02-14,False,29,34,True,2014-06-30 00:00:00.000
177,551346974,adventure-works\russell1,b'z\xf0V\xb8',4.0,Production Technician - WC30,1982-02-11,M,M,2009-02-21,False,24,32,True,2014-06-30 00:00:00.000
178,568626529,adventure-works\john3,b'z\xf0V\xc8',4.0,Production Technician - WC30,1982-03-24,S,M,2009-03-03,False,27,33,True,2014-06-30 00:00:00.000
179,587567941,adventure-works\jan0,b'z\xf0V\xd8',4.0,Production Technician - WC30,1974-11-15,S,M,2009-03-05,False,30,35,True,2014-06-30 00:00:00.000
180,862951447,adventure-works\katie0,b'z\xf0\\',3.0,Production Supervisor - WC20,1984-11-18,S,F,2009-02-20,False,42,41,True,2014-06-30 00:00:00.000
181,545337468,adventure-works\michael0,b'z\xf0]`',4.0,Production Technician - WC20,1984-11-17,S,M,2008-12-09,False,20,30,True,2014-06-30 00:00:00.000
182,368920189,adventure-works\nitin0,b'z\xf0]\xa0',4.0,Production Technician - WC20,1986-12-01,S,M,2008-12-28,False,21,30,True,2014-06-30 00:00:00.000
183,969985265,adventure-works\barbara0,b'z\xf0]\xe0',4.0,Production Technician - WC20,1979-07-02,M,F,2009-01-22,False,17,28,True,2014-06-30 00:00:00.000
184,305522471,adventure-works\john2,b'z\xf0^\x10',4.0,Production Technician - WC20,1986-04-05,M,M,2009-02-09,False,18,29,True,2014-06-30 00:00:00.000
185,621932914,adventure-works\stefen0,b'z\xf0^0',4.0,Production Technician - WC20,1975-12-21,S,M,2009-02-28,False,19,29,True,2014-06-30 00:00:00.000
186,551834634,adventure-works\shane0,b'z\xf0d',3.0,Production Supervisor - WC45,1990-05-24,S,M,2009-02-08,False,75,57,True,2014-06-30 00:00:00.000
187,713403643,adventure-works\yvonne0,b'z\xf0e`',4.0,Production Technician - WC45,1989-04-15,M,F,2008-12-09,False,79,59,True,2014-06-30 00:00:00.000
188,435234965,adventure-works\douglas0,b'z\xf0e\xa0',4.0,Production Technician - WC45,1985-11-24,M,M,2008-12-27,False,80,60,True,2014-06-30 00:00:00.000
189,187369436,adventure-works\janeth0,b'z\xf0e\xe0',4.0,Production Technician - WC45,1972-07-24,S,F,2009-01-15,False,81,60,True,2014-06-30 00:00:00.000
190,456839592,adventure-works\robert0,b'z\xf0f\x10',4.0,Production Technician - WC45,1985-02-28,S,M,2009-02-02,False,82,61,True,2014-06-30 00:00:00.000
191,399658727,adventure-works\lionel0,b'z\xf0f0',4.0,Production Technician - WC45,1988-03-14,S,M,2009-02-26,False,78,59,True,2014-06-30 00:00:00.000
192,634335025,adventure-works\brenda0,b'z\xf0l',3.0,Production Supervisor - WC40,1983-02-28,M,F,2009-03-05,False,71,55,True,2014-06-30 00:00:00.000
193,761597760,adventure-works\alejandro0,b'z\xf0m`',4.0,Production Technician - WC40,1988-12-05,S,M,2008-12-06,False,52,46,True,2014-06-30 00:00:00.000
194,295971920,adventure-works\fred0,b'z\xf0m\xa0',4.0,Production Technician - WC40,1989-06-25,S,M,2008-12-12,False,47,43,True,2014-06-30 00:00:00.000
195,918737118,adventure-works\kevin1,b'z\xf0m\xe0',4.0,Production Technician - WC40,1985-12-25,S,M,2008-12-17,False,58,49,True,2014-06-30 00:00:00.000
196,370487086,adventure-works\shammi0,b'z\xf0n\x10',4.0,Production Technician - WC40,1980-10-04,M,M,2008-12-24,False,53,46,True,2014-06-30 00:00:00.000
197,632092621,adventure-works\rajesh0,b'z\xf0n0',4.0,Production Technician - WC40,1977-10-04,M,M,2008-12-31,False,48,44,True,2014-06-30 00:00:00.000
198,19312190,adventure-works\lorraine0,b'z\xf0nP',4.0,Production Technician - WC40,1988-11-26,M,F,2009-01-04,False,49,44,True,2014-06-30 00:00:00.000
199,992874797,adventure-works\paula1,b'z\xf0np',4.0,Production Technician - WC40,1987-02-10,M,F,2009-01-12,False,54,47,True,2014-06-30 00:00:00.000
200,749211824,adventure-works\frank0,b'z\xf0n\x88',4.0,Production Technician - WC40,1987-09-06,M,M,2009-01-17,False,56,48,True,2014-06-30 00:00:00.000
201,746201340,adventure-works\brian0,b'z\xf0n\x98',4.0,Production Technician - WC40,1977-02-10,S,M,2009-01-29,False,55,47,True,2014-06-30 00:00:00.000
202,436757988,adventure-works\tawana0,b'z\xf0n\xa8',4.0,Production Technician - WC40,1989-11-10,S,M,2009-02-05,False,50,45,True,2014-06-30 00:00:00.000
203,693168613,adventure-works\ken1,b'z\xf0n\xb8',4.0,Production Technician - WC40,1981-05-28,M,M,2009-02-24,False,51,45,True,2014-06-30 00:00:00.000
204,440379437,adventure-works\gabe0,b'z\xf0n\xc8',4.0,Production Technician - WC40,1988-05-10,M,M,2009-03-08,False,57,48,True,2014-06-30 00:00:00.000
205,332349500,adventure-works\lori0,b'z\xf0t',3.0,Production Supervisor - WC45,1980-07-18,S,F,2009-02-26,False,76,58,True,2014-06-30 00:00:00.000
206,835460180,adventure-works\stuart0,b'z\xf0u`',4.0,Production Technician - WC45,1962-09-13,S,M,2008-12-02,False,84,62,True,2014-06-30 00:00:00.000
207,687685941,adventure-works\greg0,b'z\xf0u\xa0',4.0,Production Technician - WC45,1970-10-18,S,M,2008-12-02,False,85,62,True,2014-06-30 00:00:00.000
208,199546871,adventure-works\scott0,b'z\xf0u\xe0',4.0,Production Technician - WC45,1987-02-10,M,M,2009-01-08,False,86,63,True,2014-06-30 00:00:00.000
209,167554340,adventure-works\kathie0,b'z\xf0v\x10',4.0,Production Technician - WC45,1990-11-01,M,F,2009-01-27,False,87,63,True,2014-06-30 00:00:00.000
210,20244403,adventure-works\belinda0,b'z\xf0v0',4.0,Production Technician - WC45,1969-09-17,S,F,2009-02-20,False,83,61,True,2014-06-30 00:00:00.000
211,398223854,adventure-works\hazem0,b'{@',2.0,Quality Assurance Manager,1977-10-26,S,M,2009-02-28,True,80,60,True,2014-12-26 09:17:08.637
212,885055826,adventure-works\peng0,b'{V',3.0,Quality Assurance Supervisor,1976-03-18,M,M,2008-12-09,True,81,60,True,2014-06-30 00:00:00.000
213,343861179,adventure-works\sootha0,b'{V\xb0',4.0,Quality Assurance Technician,1966-12-05,M,M,2010-02-23,False,85,62,True,2014-06-30 00:00:00.000
214,131471224,adventure-works\andreas0,b'{V\xd0',4.0,Quality Assurance Technician,1989-03-28,M,M,2009-02-02,False,84,62,True,2014-06-30 00:00:00.000
215,381772114,adventure-works\mark0,b'{V\xf0',4.0,Quality Assurance Technician,1986-04-30,S,M,2009-01-15,False,83,61,True,2014-06-30 00:00:00.000
216,403414852,adventure-works\sean0,b'{W\x08',4.0,Quality Assurance Technician,1976-03-06,S,M,2008-12-28,False,82,61,True,2014-06-30 00:00:00.000
217,345106466,adventure-works\zainal0,b'{Z',3.0,Document Control Manager,1976-01-30,M,M,2009-01-04,False,77,58,True,2014-06-30 00:00:00.000
218,540688287,adventure-works\tengiz0,b'{Z\xb0',4.0,Control Specialist,1990-04-28,S,M,2008-12-16,False,76,58,True,2014-06-30 00:00:00.000
219,242381745,adventure-works\sean1,b'{Z\xd0',4.0,Document Control Assistant,1987-03-12,S,M,2009-01-22,False,78,59,True,2014-06-30 00:00:00.000
220,260770918,adventure-works\karen0,b'{Z\xf0',4.0,Document Control Assistant,1975-12-25,M,F,2009-02-09,False,79,59,True,2014-06-30 00:00:00.000
221,260805477,adventure-works\chris1,b'{[\x08',4.0,Control Specialist,1987-05-26,M,M,2009-03-06,False,75,57,True,2014-06-30 00:00:00.000
222,685233686,adventure-works\ascott0,b'{\xc0',2.0,Master Scheduler,1968-09-17,S,M,2008-12-12,False,44,42,True,2014-12-26 09:17:08.637
223,981495526,adventure-works\sairaj0,b'{\xd6',3.0,Scheduling Assistant,1987-12-22,M,M,2009-01-26,False,46,43,True,2014-06-30 00:00:00.000
224,621209647,adventure-works\william0,b'{\xda',3.0,Scheduling Assistant,1981-11-06,M,M,2009-01-07,False,45,42,True,2014-06-30 00:00:00.000
225,470689086,adventure-works\alan0,b'{\xde',3.0,Scheduling Assistant,1984-03-29,M,M,2009-02-13,False,47,43,True,2014-06-30 00:00:00.000
226,368691270,adventure-works\brian1,b'{\xe1',3.0,Scheduling Assistant,1984-08-11,M,M,2009-03-03,False,48,44,True,2014-06-30 00:00:00.000
227,141165819,adventure-works\gary1,b'| ',2.0,Facilities Manager,1971-02-18,M,M,2009-12-02,True,86,63,True,2014-06-30 00:00:00.000
228,553069203,adventure-works\christian0,b'|+',3.0,Maintenance Supervisor,1976-01-18,M,M,2008-12-14,True,92,66,True,2014-06-30 00:00:00.000
229,879334904,adventure-works\lori1,b'|+X',4.0,Janitor,1970-07-31,M,F,2010-02-16,False,90,65,True,2014-06-30 00:00:00.000
230,28414965,adventure-works\stuart1,b'|+h',4.0,Janitor,1971-12-17,M,M,2010-03-05,False,88,64,True,2014-06-30 00:00:00.000
231,153479919,adventure-works\jo1,b'|+x',4.0,Janitor,1954-04-24,M,F,2010-03-07,False,91,65,True,2014-06-30 00:00:00.000
232,646304055,adventure-works\pat0,b'|+\x84',4.0,Janitor,1970-12-03,S,M,2010-01-27,False,89,64,True,2014-06-30 00:00:00.000
233,552560652,adventure-works\magnus0,b'|-',3.0,Facilities Administrative Assistant,1971-08-27,M,M,2009-12-21,False,87,63,True,2014-06-30 00:00:00.000
234,184188301,adventure-works\laura1,b'\x84',1.0,Chief Financial Officer,1976-01-06,M,F,2009-01-31,True,0,20,True,2014-06-30 00:00:00.000
235,535145551,adventure-works\paula0,b'\x85`',2.0,Human Resources Manager,1976-02-11,M,F,2008-12-06,True,54,47,True,2014-06-30 00:00:00.000
236,476980013,adventure-works\grant0,b'\x85k',3.0,Human Resources Administrative Assistant,1976-04-16,S,M,2009-02-25,False,53,46,True,2014-06-30 00:00:00.000
237,416679555,adventure-works\hao0,b'\x85m',3.0,Human Resources Administrative Assistant,1977-04-17,S,M,2009-02-06,False,52,46,True,2014-06-30 00:00:00.000
238,264306399,adventure-works\vidur0,b'\x85o',3.0,Recruiter,1984-08-01,S,M,2009-01-01,False,50,45,True,2014-06-30 00:00:00.000
239,619308550,adventure-works\mindy0,b'\x85p\x80',3.0,Benefits Specialist,1984-11-20,M,F,2008-12-25,False,51,45,True,2014-06-30 00:00:00.000
240,332040978,adventure-works\willis0,b'\x85q\x80',3.0,Recruiter,1978-07-18,S,M,2008-12-13,False,49,44,True,2014-06-30 00:00:00.000
241,30845,adventure-works\david6,b'\x85\xa0',2.0,Accounts Manager,1983-07-08,M,M,2009-01-30,True,57,48,True,2014-06-30 00:00:00.000
242,363923697,adventure-works\deborah0,b'\x85\xab',3.0,Accounts Receivable Specialist,1976-03-06,M,F,2008-12-18,False,60,50,True,2014-06-30 00:00:00.000
243,60517918,adventure-works\candy0,b'\x85\xad',3.0,Accounts Receivable Specialist,1976-02-23,S,F,2009-01-06,False,61,50,True,2014-06-30 00:00:00.000
244,931190412,adventure-works\bryan1,b'\x85\xaf',3.0,Accounts Receivable Specialist,1984-09-20,S,M,2009-01-24,False,62,51,True,2014-06-30 00:00:00.000
245,363910111,adventure-works\barbara1,b'\x85\xb0\x80',3.0,Accountant,1976-01-04,M,F,2009-02-18,True,58,49,True,2014-06-30 00:00:00.000
246,663843431,adventure-works\dragan0,b'\x85\xb1\x80',3.0,Accounts Payable Specialist,1977-02-14,M,M,2009-02-11,False,63,51,True,2014-06-30 00:00:00.000
247,519756660,adventure-works\janet0,b'\x85\xb2\x80',3.0,Accounts Payable Specialist,1979-03-09,M,F,2009-03-01,False,64,52,True,2014-06-30 00:00:00.000
248,480951955,adventure-works\mike0,b'\x85\xb3\x80',3.0,Accountant,1979-07-01,S,M,2009-03-08,True,59,49,True,2014-06-30 00:00:00.000
249,121491555,adventure-works\wendy0,b'\x85\xe0',2.0,Finance Manager,1984-10-11,S,F,2008-12-25,True,55,47,True,2014-06-30 00:00:00.000
250,895209680,adventure-works\sheela0,b'\x85\xeb',3.0,Purchasing Manager,1978-02-10,S,F,2011-02-25,True,49,44,True,2014-06-30 00:00:00.000
251,603686790,adventure-works\mikael0,b'\x85\xebX',4.0,Buyer,1984-08-17,S,M,2009-02-10,False,59,49,True,2014-06-30 00:00:00.000
252,792847334,adventure-works\arvind0,b'\x85\xebh',4.0,Buyer,1974-08-21,M,M,2009-02-28,False,60,50,True,2014-06-30 00:00:00.000
253,407505660,adventure-works\linda2,b'\x85\xebx',4.0,Buyer,1970-11-30,M,F,2009-12-17,False,56,48,True,2014-06-30 00:00:00.000
254,482810518,adventure-works\fukiko0,b'\x85\xeb\x84',4.0,Buyer,1970-11-24,M,M,2010-01-04,False,57,48,True,2014-06-30 00:00:00.000
255,466142721,adventure-works\gordon0,b'\x85\xeb\x8c',4.0,Buyer,1966-11-29,M,M,2010-01-11,False,52,46,True,2014-06-30 00:00:00.000
256,367453993,adventure-works\frank2,b'\x85\xeb\x94',4.0,Buyer,1952-05-12,M,M,2010-01-23,False,58,49,True,2014-06-30 00:00:00.000
257,381073001,adventure-works\eric2,b'\x85\xeb\x9c',4.0,Buyer,1972-09-17,S,M,2010-01-27,False,54,47,True,2014-06-30 00:00:00.000
258,785853949,adventure-works\erin0,b'\x85\xeb\xa2',4.0,Buyer,1971-01-04,S,F,2010-01-31,False,53,46,True,2014-06-30 00:00:00.000
259,20269531,adventure-works\ben0,b'\x85\xeb\xa6',4.0,Buyer,1973-06-03,M,M,2010-03-09,False,55,47,True,2014-06-30 00:00:00.000
260,437296311,adventure-works\annette0,b'\x85\xeb\xaa',4.0,Purchasing Assistant,1978-01-29,M,F,2010-12-06,False,50,45,True,2014-06-30 00:00:00.000
261,280633567,adventure-works\reinout0,b'\x85\xeb\xae',4.0,Purchasing Assistant,1978-01-17,M,M,2010-12-25,False,51,45,True,2014-06-30 00:00:00.000
262,231203233,adventure-works\david5,b'\x86\x10',2.0,Assistant to the Chief Financial Officer,1964-06-21,S,M,2009-01-12,False,56,48,True,2014-06-30 00:00:00.000
263,441044382,adventure-works\jean0,b'\x8c',1.0,Information Services Manager,1975-12-13,S,F,2008-12-11,True,65,52,True,2014-06-30 00:00:00.000
264,858323870,adventure-works\stephanie0,b'\x8d`',2.0,Network Manager,1984-03-25,S,F,2009-02-04,True,68,54,True,2014-06-30 00:00:00.000
265,749389530,adventure-works\ashvini0,b'\x8dk',3.0,Network Administrator,1977-03-27,S,M,2008-12-04,False,70,55,True,2014-06-30 00:00:00.000
266,672243793,adventure-works\peter1,b'\x8dm',3.0,Network Administrator,1980-05-28,S,M,2009-02-23,False,69,54,True,2014-06-30 00:00:00.000
267,58317344,adventure-works\karen1,b'\x8d\xa0',2.0,Application Specialist,1978-05-19,S,F,2009-02-16,True,74,57,True,2014-06-30 00:00:00.000
268,314747499,adventure-works\ramesh0,b'\x8d\xe0',2.0,Application Specialist,1988-03-13,S,M,2009-02-03,True,73,56,True,2014-06-30 00:00:00.000
269,671089628,adventure-works\dan0,b'\x8e\x10',2.0,Application Specialist,1987-05-26,M,M,2009-01-11,True,72,56,True,2014-06-30 00:00:00.000
270,643805155,adventure-works\françois0,b'\x8e0',2.0,Database Administrator,1975-05-17,S,M,2009-01-17,True,67,53,True,2014-06-30 00:00:00.000
271,929666391,adventure-works\dan1,b'\x8eP',2.0,Database Administrator,1976-01-06,M,M,2009-01-22,True,66,53,True,2014-06-30 00:00:00.000
272,525932996,adventure-works\janaina0,b'\x8ep',2.0,Application Specialist,1985-01-30,M,F,2008-12-23,True,71,55,True,2014-06-30 00:00:00.000
273,112432117,adventure-works\brian3,b'\x94',1.0,Vice President of Sales,1977-06-06,S,M,2011-02-15,True,10,25,True,2014-06-30 00:00:00.000
274,502097814,adventure-works\stephen0,b'\x95`',2.0,North American Sales Manager,1951-10-17,M,M,2011-01-04,True,14,27,True,2014-06-30 00:00:00.000
275,841560125,adventure-works\michael9,b'\x95k',3.0,Sales Representative,1968-12-25,S,M,2011-05-31,True,38,39,True,2014-06-30 00:00:00.000
276,191644724,adventure-works\linda3,b'\x95m',3.0,Sales Representative,1980-02-27,M,F,2011-05-31,True,27,33,True,2014-06-30 00:00:00.000
277,615389812,adventure-works\jillian0,b'\x95o',3.0,Sales Representative,1962-08-29,S,F,2011-05-31,True,24,32,True,2014-06-30 00:00:00.000
278,234474252,adventure-works\garrett1,b'\x95p\x80',3.0,Sales Representative,1975-02-04,M,M,2011-05-31,True,33,36,True,2014-06-30 00:00:00.000
279,716374314,adventure-works\tsvi0,b'\x95q\x80',3.0,Sales Representative,1974-01-18,M,M,2011-05-31,True,29,34,True,2014-06-30 00:00:00.000
280,61161660,adventure-works\pamela0,b'\x95r\x80',3.0,Sales Representative,1974-12-06,S,F,2011-05-31,True,22,31,True,2014-06-30 00:00:00.000
281,139397894,adventure-works\shu0,b'\x95s\x80',3.0,Sales Representative,1968-03-09,M,M,2011-05-31,True,26,33,True,2014-06-30 00:00:00.000
282,399771412,adventure-works\josé1,b'\x95t@',3.0,Sales Representative,1963-12-11,M,M,2011-05-31,True,31,35,True,2014-06-30 00:00:00.000
283,987554265,adventure-works\david8,b'\x95t\xc0',3.0,Sales Representative,1974-02-11,S,M,2011-05-31,True,23,31,True,2014-06-30 00:00:00.000
284,90836195,adventure-works\tete0,b'\x95u@',3.0,Sales Representative,1978-01-05,M,M,2012-09-30,True,39,39,True,2014-06-30 00:00:00.000
285,481044938,adventure-works\syed0,b'\x95\xa0',2.0,Pacific Sales Manager,1975-01-11,M,M,2013-03-14,True,20,30,True,2014-06-30 00:00:00.000
286,758596752,adventure-works\lynn0,b'\x95\xab',3.0,Sales Representative,1977-02-14,S,F,2013-05-30,True,36,38,True,2014-06-30 00:00:00.000
287,982310417,adventure-works\amy0,b'\x95\xe0',2.0,European Sales Manager,1957-09-20,M,F,2012-04-16,True,21,30,True,2014-06-30 00:00:00.000
288,954276278,adventure-works\rachel0,b'\x95\xeb',3.0,Sales Representative,1975-07-09,S,F,2013-05-30,True,35,37,True,2014-06-30 00:00:00.000
289,668991357,adventure-works\jae0,b'\x95\xed',3.0,Sales Representative,1968-03-17,M,F,2012-05-30,True,37,38,True,2014-06-30 00:00:00.000
290,134219713,adventure-works\ranjit0,b'\x95\xef',3.0,Sales Representative,1975-09-30,S,M,2012-05-30,True,34,37,True,2014-06-30 00:00:00.000
